#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
VEGFA	SMAD3	4451310	4440414	9606.ENSP00000478570	9606.ENSP00000332973	0	0	0	0	0	0	0	0.743	0.743
ETS1	SMAD3	4446058	4440414	9606.ENSP00000376436	9606.ENSP00000332973	0	0	0	0	0.059	0.513	0	0.484	0.743
CD19	FCGR2A	4449841	4435978	9606.ENSP00000437940	9606.ENSP00000271450	0	0	0	0	0.068	0	0	0.734	0.742
MMP1	HGF	4439553	4433227	9606.ENSP00000322788	9606.ENSP00000222390	0	0	0	0	0.067	0	0	0.735	0.742
CCRL2	DEFB4A	4441993	4437973	9606.ENSP00000349967	9606.ENSP00000303532	0	0	0	0	0	0	0	0.742	0.742
STAT5B	IRF8	4437006	4435834	9606.ENSP00000293328	9606.ENSP00000268638	0	0	0	0	0.061	0	0	0.736	0.742
TNF	THBD	4448041	4444829	9606.ENSP00000398698	9606.ENSP00000366307	0	0	0	0	0.062	0	0	0.736	0.742
CASP1	IL1RN	4449658	4434682	9606.ENSP00000433138	9606.ENSP00000259206	0	0	0	0	0.213	0.074	0	0.675	0.742
IRF4	STAT5B	4445477	4437006	9606.ENSP00000370343	9606.ENSP00000293328	0	0	0	0	0.059	0.085	0	0.724	0.742
CASP1	ATG5	4449658	4443253	9606.ENSP00000433138	9606.ENSP00000358072	0	0	0	0	0	0.156	0	0.707	0.742
JAK2	CD274	4445579	4445568	9606.ENSP00000371067	9606.ENSP00000370989	0	0	0	0	0.097	0	0	0.726	0.742
IL21	IL4	4435442	4433533	9606.ENSP00000264497	9606.ENSP00000231449	0	0	0	0	0	0	0	0.742	0.742
IRF8	NFKB1	4435834	4433374	9606.ENSP00000268638	9606.ENSP00000226574	0	0	0	0	0.095	0.313	0	0.619	0.742
CNR1	GHRL	4443334	4440636	9606.ENSP00000358513	9606.ENSP00000335074	0	0	0	0	0	0	0	0.742	0.742
FGF2	MCAM	4435443	4435364	9606.ENSP00000264498	9606.ENSP00000264036	0	0	0	0	0.077	0	0	0.732	0.742
CYLD	TP53	4447722	4435880	9606.ENSP00000392025	9606.ENSP00000269305	0	0	0	0	0	0.294	0	0.650	0.742
CDX2	REG4	4445485	4441597	9606.ENSP00000370408	9606.ENSP00000346158	0	0	0	0	0.140	0.050	0	0.710	0.742
PLG	MMP2	4438461	4433061	9606.ENSP00000308938	9606.ENSP00000219070	0	0	0	0	0.063	0	0	0.736	0.742
ENTPD1	IL17A	4443695	4441397	9606.ENSP00000360250	9606.ENSP00000344192	0	0	0	0	0	0	0	0.742	0.742
IL17RA	IL17D	4439403	4437913	9606.ENSP00000320936	9606.ENSP00000302924	0	0	0	0	0	0.086	0	0.730	0.742
IL6	COL1A1	4447254	4433346	9606.ENSP00000385675	9606.ENSP00000225964	0	0	0	0	0.065	0	0	0.735	0.741
IL3RA	CD33	4439962	4435042	9606.ENSP00000327890	9606.ENSP00000262262	0	0	0	0	0.062	0	0	0.736	0.741
IL1RL1	IL4	4433610	4433533	9606.ENSP00000233954	9606.ENSP00000231449	0	0	0	0	0	0	0	0.741	0.741
NCF4	MAPK14	4446646	4433482	9606.ENSP00000380334	9606.ENSP00000229795	0	0	0	0	0	0.185	0.650	0.167	0.741
CD1C	IL4	4443055	4433533	9606.ENSP00000357152	9606.ENSP00000231449	0	0	0	0	0	0	0	0.741	0.741
CD44	IL2	4448037	4433376	9606.ENSP00000398632	9606.ENSP00000226730	0	0	0	0	0	0	0	0.741	0.741
IL6	CD40LG	4447254	4443586	9606.ENSP00000385675	9606.ENSP00000359663	0	0	0	0	0	0	0	0.741	0.741
IL6	NOS2	4447254	4439909	9606.ENSP00000385675	9606.ENSP00000327251	0	0	0	0	0.063	0	0	0.735	0.741
CCL4	IL13	4451651	4438088	9606.ENSP00000482259	9606.ENSP00000304915	0	0	0	0	0	0	0	0.741	0.741
MMP9	PTGS2	4443919	4442894	9606.ENSP00000361405	9606.ENSP00000356438	0	0	0	0	0.097	0	0	0.725	0.741
IL6	IL12RB2	4447254	4435061	9606.ENSP00000385675	9606.ENSP00000262345	0	0	0	0	0	0	0.600	0.381	0.741
IFIH1	IRF1	4435285	4433930	9606.ENSP00000263642	9606.ENSP00000245414	0	0	0	0	0.154	0	0	0.706	0.741
NEDD9	SMAD3	4445212	4440414	9606.ENSP00000368759	9606.ENSP00000332973	0	0	0	0	0.061	0.379	0	0.593	0.741
TNFRSF9	IDO1	4451323	4449569	9606.ENSP00000478699	9606.ENSP00000430950	0	0	0	0	0	0	0	0.740	0.741
PTPRC	IL10RA	4448605	4433397	9606.ENSP00000411355	9606.ENSP00000227752	0	0	0	0	0.557	0	0	0.440	0.741
NLRC4	TLR1	4447203	4442576	9606.ENSP00000385090	9606.ENSP00000354932	0	0	0	0	0.325	0	0	0.633	0.741
IDO1	PTGS2	4449569	4442894	9606.ENSP00000430950	9606.ENSP00000356438	0	0	0	0	0.064	0	0	0.734	0.741
TNF	NOD2	4448041	4437679	9606.ENSP00000398698	9606.ENSP00000300589	0	0	0	0	0.214	0	0	0.685	0.741
TLR9	IL18	4442410	4436375	9606.ENSP00000353874	9606.ENSP00000280357	0	0	0	0	0	0	0	0.741	0.741
IL22	IL2RA	4450035	4445295	9606.ENSP00000442424	9606.ENSP00000369293	0	0	0	0	0	0	0.600	0.377	0.740
FN1	NT5E	4441661	4434567	9606.ENSP00000346839	9606.ENSP00000257770	0	0	0	0	0.152	0.379	0	0.546	0.740
IL10	IL3	4448642	4437348	9606.ENSP00000412237	9606.ENSP00000296870	0	0	0	0	0	0	0	0.740	0.740
TNF	CCR5	4448041	4436956	9606.ENSP00000398698	9606.ENSP00000292303	0	0	0	0	0.194	0	0	0.690	0.740
STAT5B	TP53	4437006	4435880	9606.ENSP00000293328	9606.ENSP00000269305	0	0	0	0	0	0	0	0.739	0.740
IL33	STAT6	4445550	4437641	9606.ENSP00000370842	9606.ENSP00000300134	0	0	0	0	0	0	0	0.740	0.740
CD163	CD86	4442211	4440320	9606.ENSP00000352071	9606.ENSP00000332049	0	0	0	0	0.230	0	0	0.676	0.740
VEGFA	EGLN3	4451310	4434133	9606.ENSP00000478570	9606.ENSP00000250457	0	0	0	0	0.061	0	0	0.734	0.740
STAT3	EGR1	4435468	4433758	9606.ENSP00000264657	9606.ENSP00000239938	0	0	0	0	0.061	0.064	0	0.728	0.740
CD44	TIMP1	4448037	4433052	9606.ENSP00000398632	9606.ENSP00000218388	0	0	0	0	0.157	0	0	0.704	0.740
PTGS2	FGF2	4442894	4435443	9606.ENSP00000356438	9606.ENSP00000264498	0	0	0	0	0.057	0	0	0.736	0.740
HNRNPD	MAPK14	4438847	4433482	9606.ENSP00000313199	9606.ENSP00000229795	0	0	0	0	0	0.570	0	0.420	0.740
PSTPIP1	FNBP1	4450402	4448700	9606.ENSP00000452746	9606.ENSP00000413625	0	0	0	0	0.061	0	0	0.734	0.740
MUC1	ICAM1	4451890	4435501	9606.ENSP00000484824	9606.ENSP00000264832	0	0	0	0	0.076	0	0	0.730	0.740
LCN2	IL18	4444080	4436375	9606.ENSP00000362108	9606.ENSP00000280357	0	0	0	0	0.076	0	0	0.731	0.740
NCF4	MMP9	4446646	4443919	9606.ENSP00000380334	9606.ENSP00000361405	0	0	0	0	0.198	0	0.650	0.149	0.740
IL6	IFNGR2	4447254	4436845	9606.ENSP00000385675	9606.ENSP00000290219	0	0	0	0	0	0	0.600	0.376	0.739
IL23R	NOD2	4439435	4437679	9606.ENSP00000321345	9606.ENSP00000300589	0	0	0	0	0	0	0	0.739	0.739
IL1R1	TNFRSF1A	4447368	4432688	9606.ENSP00000386380	9606.ENSP00000162749	0	0	0	0	0.082	0	0	0.727	0.739
TLR5	NOD1	4449957	4433257	9606.ENSP00000440643	9606.ENSP00000222823	0	0	0	0	0.061	0	0	0.733	0.739
IGF1	CCL2	4437883	4433339	9606.ENSP00000302665	9606.ENSP00000225831	0	0	0	0	0	0	0	0.739	0.739
CTLA4	S100B	4438004	4436930	9606.ENSP00000303939	9606.ENSP00000291700	0	0	0	0	0	0	0	0.739	0.739
CTLA4	CSF2	4438004	4437349	9606.ENSP00000303939	9606.ENSP00000296871	0	0	0	0	0	0	0	0.739	0.739
MMP1	TIMP3	4439553	4435687	9606.ENSP00000322788	9606.ENSP00000266085	0	0	0	0	0.088	0.162	0	0.687	0.739
MTHFR	TCN2	4444752	4432881	9606.ENSP00000365777	9606.ENSP00000215838	0	0	0	0	0.061	0	0	0.733	0.739
ALB	IL2	4437206	4433376	9606.ENSP00000295897	9606.ENSP00000226730	0	0	0	0	0	0	0	0.739	0.739
ICAM1	FGF2	4435501	4435443	9606.ENSP00000264832	9606.ENSP00000264498	0	0	0	0	0	0	0	0.738	0.739
CCL4	IL17A	4451651	4441397	9606.ENSP00000482259	9606.ENSP00000344192	0	0	0	0	0	0	0	0.739	0.739
CD244	CD160	4443016	4433657	9606.ENSP00000357012	9606.ENSP00000235933	0	0	0	0	0	0	0	0.739	0.739
IL10RB	IL2	4436842	4433376	9606.ENSP00000290200	9606.ENSP00000226730	0	0	0	0	0	0	0.600	0.375	0.739
CXCL9	IL17A	4442567	4441397	9606.ENSP00000354901	9606.ENSP00000344192	0	0	0	0	0.070	0	0	0.731	0.739
RHOA	FASLG	4448110	4442944	9606.ENSP00000400175	9606.ENSP00000356694	0	0	0	0	0	0.480	0	0.520	0.739
ALB	DECR1	4437206	4433130	9606.ENSP00000295897	9606.ENSP00000220764	0	0	0	0	0.061	0	0	0.734	0.739
NF1	TP53	4442095	4435880	9606.ENSP00000351015	9606.ENSP00000269305	0	0	0	0	0	0	0	0.739	0.739
TRAF6	XIAP	4449680	4443692	9606.ENSP00000433623	9606.ENSP00000360242	0	0	0	0	0.062	0.548	0	0.435	0.739
TLR4	RIPK2	4444300	4433128	9606.ENSP00000363089	9606.ENSP00000220751	0	0	0	0	0	0.432	0	0.558	0.738
STAT6	IRF1	4437641	4433930	9606.ENSP00000300134	9606.ENSP00000245414	0	0	0	0	0.119	0.379	0	0.560	0.738
IL24	IL26	4445964	4433445	9606.ENSP00000375795	9606.ENSP00000229134	0	0	0	0	0	0	0	0.738	0.738
MMP9	ALB	4443919	4437206	9606.ENSP00000361405	9606.ENSP00000295897	0	0	0	0	0.061	0	0	0.732	0.738
JUN	FASLG	4443699	4442944	9606.ENSP00000360266	9606.ENSP00000356694	0	0	0	0	0	0	0	0.738	0.738
IL17A	SOCS3	4441397	4440175	9606.ENSP00000344192	9606.ENSP00000330341	0	0	0	0	0	0	0	0.738	0.738
TLR2	HMOX1	4434743	4432912	9606.ENSP00000260010	9606.ENSP00000216117	0	0	0	0	0.088	0	0	0.724	0.738
JAK2	IL10RA	4445579	4433397	9606.ENSP00000371067	9606.ENSP00000227752	0	0	0	0	0.077	0	0.600	0.348	0.738
SLCO2A1	HPGD	4438672	4437300	9606.ENSP00000311291	9606.ENSP00000296522	0	0	0	0	0.064	0	0	0.732	0.738
MMP9	IL1RN	4443919	4434682	9606.ENSP00000361405	9606.ENSP00000259206	0	0	0	0	0.282	0	0	0.650	0.738
IL13	IL10RB	4438088	4436842	9606.ENSP00000304915	9606.ENSP00000290200	0	0	0	0	0	0	0.600	0.372	0.738
TAC1	CXCL8	4439413	4438229	9606.ENSP00000321106	9606.ENSP00000306512	0	0	0	0	0	0	0	0.738	0.738
NME6	ENTPD1	4448838	4443695	9606.ENSP00000416658	9606.ENSP00000360250	0	0	0	0	0.062	0	0.650	0.268	0.738
ITGAM	IL3RA	4449997	4439962	9606.ENSP00000441691	9606.ENSP00000327890	0	0	0	0	0.115	0	0	0.716	0.738
IFIH1	TLR2	4435285	4434743	9606.ENSP00000263642	9606.ENSP00000260010	0	0	0	0	0.136	0	0	0.710	0.738
CTGF	CDH1	4442998	4434944	9606.ENSP00000356954	9606.ENSP00000261769	0	0	0	0	0	0	0	0.737	0.738
ITGAE	CCR7	4435192	4433992	9606.ENSP00000263087	9606.ENSP00000246657	0	0	0	0	0.062	0	0	0.732	0.738
CCL3L3	CX3CR1	4451503	4442101	9606.ENSP00000480558	9606.ENSP00000351059	0	0	0	0	0	0	0.600	0.372	0.738
CD1C	CD209	4443055	4439000	9606.ENSP00000357152	9606.ENSP00000315477	0	0	0	0	0	0	0	0.737	0.737
STAT4	IRF5	4446006	4441969	9606.ENSP00000376134	9606.ENSP00000349770	0	0	0	0	0	0	0	0.737	0.737
SAA1	PON1	4447178	4433224	9606.ENSP00000384906	9606.ENSP00000222381	0	0	0	0	0.062	0	0.540	0.440	0.737
IL10	NFIL3	4448642	4437431	9606.ENSP00000412237	9606.ENSP00000297689	0	0	0	0	0	0.299	0	0.640	0.737
TNF	IFNA1	4448041	4436248	9606.ENSP00000398698	9606.ENSP00000276927	0	0	0	0	0	0	0	0.737	0.737
ITGAX	IL2	4450468	4433376	9606.ENSP00000454623	9606.ENSP00000226730	0	0	0	0	0	0	0	0.737	0.737
MMP9	ICAM1	4443919	4435501	9606.ENSP00000361405	9606.ENSP00000264832	0	0	0	0	0.093	0	0	0.722	0.737
PTPRC	IL17A	4448605	4441397	9606.ENSP00000411355	9606.ENSP00000344192	0	0	0	0	0	0	0	0.737	0.737
PLA2G4A	PLA2G1B	4442892	4438770	9606.ENSP00000356436	9606.ENSP00000312286	0	0	0	0	0	0	0	0.737	0.737
IL1R1	IL37	4447368	4435238	9606.ENSP00000386380	9606.ENSP00000263326	0	0	0	0	0	0.060	0	0.732	0.737
VEGFA	CASP3	4451310	4438651	9606.ENSP00000478570	9606.ENSP00000311032	0	0	0	0	0	0	0	0.737	0.737
MMP9	VTN	4443919	4433357	9606.ENSP00000361405	9606.ENSP00000226218	0	0	0	0	0.061	0	0	0.731	0.737
VIP	FOS	4442841	4438204	9606.ENSP00000356213	9606.ENSP00000306245	0	0	0	0	0	0	0	0.737	0.737
JAZF1	CDKAL1	4436559	4436153	9606.ENSP00000283928	9606.ENSP00000274695	0	0	0	0	0	0	0	0.737	0.737
PRDM1	GZMB	4443256	4432950	9606.ENSP00000358092	9606.ENSP00000216341	0	0	0	0	0.088	0	0	0.724	0.737
TP53	NFKB1	4435880	4433374	9606.ENSP00000269305	9606.ENSP00000226574	0	0	0	0	0.051	0.050	0	0.732	0.737
CCL7	CCL19	4445079	4438451	9606.ENSP00000367832	9606.ENSP00000308815	0	0	0	0	0.254	0	0	0.662	0.737
TLR3	IL18	4437339	4436375	9606.ENSP00000296795	9606.ENSP00000280357	0	0	0	0	0.061	0	0	0.732	0.737
IDO1	TLR3	4449569	4437339	9606.ENSP00000430950	9606.ENSP00000296795	0	0	0	0	0	0	0	0.737	0.737
SELL	IL4	4433660	4433533	9606.ENSP00000236147	9606.ENSP00000231449	0	0	0	0	0	0	0	0.737	0.737
HNF4A	TP53	4438830	4435880	9606.ENSP00000312987	9606.ENSP00000269305	0	0	0	0	0	0.390	0	0.588	0.737
PTPRC	CD244	4448605	4443016	9606.ENSP00000411355	9606.ENSP00000357012	0	0	0	0	0.370	0.313	0	0.440	0.736
FOS	HSPA4	4438204	4437917	9606.ENSP00000306245	9606.ENSP00000302961	0	0	0	0	0	0.057	0	0.731	0.736
DEFB103A	TLR2	4439405	4434743	9606.ENSP00000320951	9606.ENSP00000260010	0	0	0	0	0	0	0	0.736	0.736
PLA2G4A	FADS2	4442892	4436312	9606.ENSP00000356436	9606.ENSP00000278840	0	0	0	0	0	0	0.650	0.278	0.736
CYP3A4	DECR1	4440831	4433130	9606.ENSP00000337915	9606.ENSP00000220764	0	0	0	0	0	0.059	0	0.731	0.736
PTPRC	CD40	4448605	4443911	9606.ENSP00000411355	9606.ENSP00000361359	0	0	0	0	0.097	0	0	0.720	0.736
CRP	TIMP1	4434405	4433052	9606.ENSP00000255030	9606.ENSP00000218388	0	0	0	0	0	0	0	0.736	0.736
LTA	IL2	4448275	4433376	9606.ENSP00000403495	9606.ENSP00000226730	0	0	0	0	0.069	0	0	0.728	0.736
HRAS	MLH1	4448459	4433549	9606.ENSP00000407586	9606.ENSP00000231790	0.043	0	0	0	0	0	0	0.736	0.736
THADA	CDKAL1	4447295	4436153	9606.ENSP00000385995	9606.ENSP00000274695	0	0	0	0	0	0	0	0.736	0.736
CTGF	ACE	4442998	4436887	9606.ENSP00000356954	9606.ENSP00000290866	0	0	0	0	0.062	0	0	0.729	0.736
FOXO3	NFKB1	4447277	4433374	9606.ENSP00000385824	9606.ENSP00000226574	0	0	0	0	0	0.085	0	0.722	0.736
IL1B	TGFB1	4435241	4433189	9606.ENSP00000263341	9606.ENSP00000221930	0	0	0	0	0.087	0	0	0.723	0.736
DEFB103B	TLR2	4439702	4434743	9606.ENSP00000324633	9606.ENSP00000260010	0	0	0	0	0	0	0	0.736	0.736
TLR1	IL1B	4442576	4435241	9606.ENSP00000354932	9606.ENSP00000263341	0	0	0	0	0.226	0	0	0.672	0.736
IL22	IL6	4450035	4447254	9606.ENSP00000442424	9606.ENSP00000385675	0	0	0	0	0.062	0	0	0.731	0.736
KLRK1	GZMB	4433780	4432950	9606.ENSP00000240618	9606.ENSP00000216341	0	0	0	0	0.071	0	0	0.728	0.736
PLA2G10	PLA2G4A	4447820	4442892	9606.ENSP00000393847	9606.ENSP00000356436	0	0	0	0	0	0	0	0.736	0.736
IDH1	DECR1	4447650	4433130	9606.ENSP00000390265	9606.ENSP00000220764	0	0	0	0	0.063	0	0	0.730	0.736
MMP9	IFNG	4443919	4433446	9606.ENSP00000361405	9606.ENSP00000229135	0	0	0	0	0	0	0	0.735	0.735
TNFRSF9	KLRK1	4451323	4433780	9606.ENSP00000478699	9606.ENSP00000240618	0	0	0	0	0.055	0	0	0.731	0.735
FASLG	IL18	4442944	4436375	9606.ENSP00000356694	9606.ENSP00000280357	0	0	0	0	0	0	0	0.735	0.735
ITGAL	CD86	4441903	4440320	9606.ENSP00000349252	9606.ENSP00000332049	0	0	0	0	0.308	0	0	0.633	0.735
IGF1	NOS3	4437883	4437409	9606.ENSP00000302665	9606.ENSP00000297494	0	0	0	0	0	0	0	0.735	0.735
TLR9	HMGB1	4442410	4441512	9606.ENSP00000353874	9606.ENSP00000345347	0	0	0	0	0	0.051	0	0.732	0.735
HSPA1B	S100A1	4444599	4436950	9606.ENSP00000364801	9606.ENSP00000292169	0	0	0	0	0.046	0.734	0	0	0.735
SELL	GZMB	4433660	4432950	9606.ENSP00000236147	9606.ENSP00000216341	0	0	0	0	0.142	0	0	0.704	0.735
CREM	IL2	4435595	4433376	9606.ENSP00000265372	9606.ENSP00000226730	0	0	0	0	0	0.320	0	0.626	0.735
IL10RB	IFNG	4436842	4433446	9606.ENSP00000290200	9606.ENSP00000229135	0	0	0	0	0	0	0.600	0.365	0.735
SOCS3	IRF1	4440175	4433930	9606.ENSP00000330341	9606.ENSP00000245414	0	0	0	0	0.103	0	0	0.716	0.735
CCR2	IL2	4436955	4433376	9606.ENSP00000292301	9606.ENSP00000226730	0	0	0	0	0	0	0	0.735	0.735
CDX2	HNF4A	4445485	4438830	9606.ENSP00000370408	9606.ENSP00000312987	0	0	0	0	0.076	0.064	0	0.717	0.735
STAT4	IL4	4446006	4433533	9606.ENSP00000376134	9606.ENSP00000231449	0	0	0	0	0	0	0	0.735	0.735
TNFRSF9	CD274	4451323	4445568	9606.ENSP00000478699	9606.ENSP00000370989	0	0	0	0	0.061	0	0	0.729	0.735
JAK2	TLR4	4445579	4444300	9606.ENSP00000371067	9606.ENSP00000363089	0	0	0	0	0.088	0.123	0	0.695	0.735
RELA	ICAM1	4447098	4435501	9606.ENSP00000384273	9606.ENSP00000264832	0	0	0	0	0.065	0.417	0	0.554	0.735
ENSG00000255819	TNFRSF9	4451508	4451323	9606.ENSP00000480609	9606.ENSP00000478699	0	0	0	0	0.055	0	0	0.731	0.735
TP53	IRF1	4435880	4433930	9606.ENSP00000269305	9606.ENSP00000245414	0	0	0	0	0.057	0	0	0.731	0.735
PPARG	HMOX1	4436745	4432912	9606.ENSP00000287820	9606.ENSP00000216117	0	0	0	0	0	0	0	0.735	0.735
FGF2	GAPDH	4435443	4433451	9606.ENSP00000264498	9606.ENSP00000229239	0	0	0	0	0	0	0	0.734	0.734
P4HB	DECR1	4439955	4433130	9606.ENSP00000327801	9606.ENSP00000220764	0	0	0	0	0.069	0.078	0	0.715	0.734
PTPRC	ITGAE	4448605	4435192	9606.ENSP00000411355	9606.ENSP00000263087	0	0	0	0	0.062	0.081	0	0.716	0.734
CSF2	ICAM1	4437349	4435501	9606.ENSP00000296871	9606.ENSP00000264832	0	0	0	0	0.088	0	0	0.721	0.734
AGER	TLR4	4444498	4444300	9606.ENSP00000364210	9606.ENSP00000363089	0	0	0	0	0	0	0	0.734	0.734
ITGAL	CD69	4441903	4433409	9606.ENSP00000349252	9606.ENSP00000228434	0	0	0	0	0.230	0	0	0.669	0.734
STAT3	GAPDH	4435468	4433451	9606.ENSP00000264657	9606.ENSP00000229239	0	0	0	0	0	0	0	0.734	0.734
IL10	SELL	4448642	4433660	9606.ENSP00000412237	9606.ENSP00000236147	0	0	0	0	0.061	0	0	0.728	0.734
TCF4	TWIST1	4446804	4433815	9606.ENSP00000381382	9606.ENSP00000242261	0	0	0	0	0	0.606	0	0.353	0.734
IL1R1	TLR3	4447368	4437339	9606.ENSP00000386380	9606.ENSP00000296795	0	0	0	0	0	0	0	0.734	0.734
NOD2	TLR3	4437679	4437339	9606.ENSP00000300589	9606.ENSP00000296795	0	0	0	0	0	0	0	0.734	0.734
FGF2	SERPINE1	4435443	4433266	9606.ENSP00000264498	9606.ENSP00000223095	0	0	0	0	0.076	0	0	0.724	0.734
TLR5	CASP1	4449957	4449658	9606.ENSP00000440643	9606.ENSP00000433138	0	0	0	0	0.085	0.080	0	0.710	0.734
JUN	HNF4A	4443699	4438830	9606.ENSP00000360266	9606.ENSP00000312987	0	0	0	0	0	0	0	0.734	0.734
IRF4	CCR7	4445477	4433992	9606.ENSP00000370343	9606.ENSP00000246657	0	0	0	0	0.169	0	0	0.693	0.734
PLAU	MMP2	4444017	4433061	9606.ENSP00000361850	9606.ENSP00000219070	0	0	0	0	0.152	0	0	0.700	0.734
HDAC6	MSH2	4440521	4433580	9606.ENSP00000334061	9606.ENSP00000233146	0.057	0	0	0	0.064	0.685	0	0.154	0.733
ADIPOQ	TLR4	4447630	4444300	9606.ENSP00000389814	9606.ENSP00000363089	0	0	0	0	0.064	0	0	0.726	0.733
ITGAX	CCR5	4450468	4436956	9606.ENSP00000454623	9606.ENSP00000292303	0	0	0	0	0.266	0	0	0.652	0.733
MMP9	COL1A1	4443919	4433346	9606.ENSP00000361405	9606.ENSP00000225964	0	0	0	0	0.077	0.328	0	0.605	0.733
CD24	PTPRC	4451824	4448605	9606.ENSP00000483985	9606.ENSP00000411355	0	0	0	0	0	0	0	0.733	0.733
RNASET2	FGFR1OP	4449364	4442752	9606.ENSP00000426455	9606.ENSP00000355812	0	0	0	0	0	0	0	0.733	0.733
MAGI1	ATN1	4447230	4441885	9606.ENSP00000385450	9606.ENSP00000349076	0	0	0	0	0	0.313	0	0.628	0.733
AHSA1	CFTR	4432965	4432552	9606.ENSP00000216479	9606.ENSP00000003084	0	0	0	0	0	0.379	0	0.588	0.733
ITGAM	CD1C	4449997	4443055	9606.ENSP00000441691	9606.ENSP00000357152	0	0	0	0	0.215	0	0	0.674	0.733
FASLG	CASP9	4442944	4440164	9606.ENSP00000356694	9606.ENSP00000330237	0	0	0	0	0	0	0	0.733	0.733
NOS1	HSPA4	4451263	4437917	9606.ENSP00000477999	9606.ENSP00000302961	0	0	0	0	0.061	0.379	0	0.579	0.733
IL3	IL11	4437348	4435452	9606.ENSP00000296870	9606.ENSP00000264563	0	0	0	0	0	0	0	0.733	0.733
IL10	IRF5	4448642	4441969	9606.ENSP00000412237	9606.ENSP00000349770	0	0	0	0	0.061	0	0	0.728	0.733
CCL4	IL2	4451651	4433376	9606.ENSP00000482259	9606.ENSP00000226730	0	0	0	0	0	0	0	0.733	0.733
TLR4	ALB	4444300	4437206	9606.ENSP00000363089	9606.ENSP00000295897	0	0	0	0	0	0	0	0.733	0.733
IL17F	IL26	4440787	4433445	9606.ENSP00000337432	9606.ENSP00000229134	0	0	0	0	0.069	0	0	0.725	0.733
IGFBP3	PPARG	4445494	4436745	9606.ENSP00000370473	9606.ENSP00000287820	0	0	0	0	0	0.379	0	0.588	0.733
CD244	KLRK1	4443016	4433780	9606.ENSP00000357012	9606.ENSP00000240618	0	0	0	0	0.086	0	0	0.720	0.733
CCL25	MADCAM1	4445907	4432866	9606.ENSP00000375086	9606.ENSP00000215637	0	0	0	0	0	0	0	0.733	0.733
TRAF6	TRAF3IP2	4449680	4443175	9606.ENSP00000433623	9606.ENSP00000357750	0	0	0	0	0	0.472	0	0.515	0.733
CBR1	DECR1	4436857	4433130	9606.ENSP00000290349	9606.ENSP00000220764	0	0	0	0	0	0.128	0	0.705	0.733
FGF2	TGFB3	4435443	4433716	9606.ENSP00000264498	9606.ENSP00000238682	0	0	0	0	0.062	0.050	0	0.724	0.733
VEGFA	IL2	4451310	4433376	9606.ENSP00000478570	9606.ENSP00000226730	0	0	0	0	0	0	0	0.733	0.733
TNFRSF1B	TLR4	4444700	4444300	9606.ENSP00000365435	9606.ENSP00000363089	0	0	0	0	0.129	0	0	0.706	0.733
IL13	IL21	4438088	4435442	9606.ENSP00000304915	9606.ENSP00000264497	0	0	0	0	0	0	0	0.732	0.732
CD44	CTLA4	4448037	4438004	9606.ENSP00000398632	9606.ENSP00000303939	0	0	0	0	0	0	0	0.732	0.732
ADCY7	ENTPD1	4446306	4443695	9606.ENSP00000378187	9606.ENSP00000360250	0	0	0	0	0.061	0	0.650	0.251	0.732
IL17A	CD86	4441397	4440320	9606.ENSP00000344192	9606.ENSP00000332049	0	0	0	0	0.061	0	0	0.727	0.732
IRAK1	HSP90AA1	4443435	4440643	9606.ENSP00000358997	9606.ENSP00000335153	0	0	0	0	0.046	0.423	0	0.551	0.732
SPP1	IGF1	4446370	4437883	9606.ENSP00000378517	9606.ENSP00000302665	0	0	0	0	0	0	0	0.732	0.732
BMP7	CTGF	4446466	4442998	9606.ENSP00000379204	9606.ENSP00000356954	0	0	0	0	0	0	0	0.732	0.732
CD24	CD19	4451824	4449841	9606.ENSP00000483985	9606.ENSP00000437940	0	0	0	0	0	0	0	0.732	0.732
EGF	ICAM1	4435570	4435501	9606.ENSP00000265171	9606.ENSP00000264832	0	0	0	0	0	0	0	0.732	0.732
SOCS3	IL10RA	4440175	4433397	9606.ENSP00000330341	9606.ENSP00000227752	0	0	0	0	0.074	0	0	0.722	0.732
TNF	GZMB	4448041	4432950	9606.ENSP00000398698	9606.ENSP00000216341	0	0	0	0	0.140	0	0	0.702	0.732
MTHFR	F5	4444752	4442956	9606.ENSP00000365777	9606.ENSP00000356771	0	0	0	0	0	0	0	0.732	0.732
TLR9	IL4	4442410	4433533	9606.ENSP00000353874	9606.ENSP00000231449	0	0	0	0	0	0	0	0.732	0.732
IL17A	CXCL5	4441397	4437222	9606.ENSP00000344192	9606.ENSP00000296027	0	0	0	0	0	0	0	0.732	0.732
FCGR1A	IL4	4443273	4433533	9606.ENSP00000358165	9606.ENSP00000231449	0	0	0	0	0	0	0	0.731	0.732
IL1R1	IL18	4447368	4436375	9606.ENSP00000386380	9606.ENSP00000280357	0	0	0	0	0	0	0	0.732	0.732
MMP1	LGALS3	4439553	4434352	9606.ENSP00000322788	9606.ENSP00000254301	0	0	0	0	0.097	0	0	0.715	0.732
IL1R1	TLR9	4447368	4442410	9606.ENSP00000386380	9606.ENSP00000353874	0	0	0	0	0	0	0	0.732	0.732
